predictor,n,partial_r,bootstrap_ci_low,bootstrap_ci_high,max_stat_permutation_p
core_forecastability,518,-0.17836110179110934,-0.2406460147196794,-0.10323726179067493,0.000999000999000999
core_history_skill,518,-0.1632256371174077,-0.24310991265526485,-0.0807317553645775,0.000999000999000999
