test_frac,seed,allday_raw,allday_raw_plus_prior_label_rate,history_raw,history_raw_plus_prior_label_rate,prior_label_rate_only,allday_plus_prior_minus_prior,history_plus_prior_minus_prior
0.25,11,0.5721590189748216,0.8431703896247766,0.7044625053411194,0.85085072164459,0.8550345985851968,-0.011864208960420175,-0.0041838769406068455
0.25,42,0.5638199488835083,0.8425660518444666,0.7053032371140546,0.8518843271771986,0.8554208406526452,-0.012854788808178585,-0.00353651347544659
0.25,73,0.5673035457120701,0.8417322437449556,0.7145977741379037,0.8510673337131464,0.8552334069220908,-0.013501163177135234,-0.004166073208944465
0.35,11,0.5795797186894636,0.8392737490290763,0.6926263604630487,0.8409629224103242,0.8447453138306336,-0.005471564801557305,-0.003782391420309339
0.35,42,0.5785694900661632,0.8403424670353838,0.6908576415209111,0.8413784309872072,0.8444280674172024,-0.004085600381818599,-0.0030496364299952283
0.35,73,0.5780117353098065,0.8407467456507296,0.6934863883507867,0.8432449441777328,0.8444577800237701,-0.003711034373040545,-0.0012128358460373745
0.45,11,0.5727933166765705,0.8336830858617256,0.6919807788356436,0.8357759891953437,0.8479388658976789,-0.014255780035953292,-0.01216287670233518
0.45,42,0.5769167696023016,0.8335689785147713,0.6887748612161597,0.8375324940935418,0.8479575720201303,-0.014388593505359037,-0.010425077926588533
0.45,73,0.5747780362686773,0.8357133236851311,0.6879945041412237,0.8386928972229513,0.8508800918844734,-0.015166768199342373,-0.012187194661522183
