regime,measure,n_trajectories,pearson_r,ci_low,ci_high
disjoint_refit,forecastability_training_adjusted,499,0.14181419580530175,0.050142436746001655,0.22779438065951166
disjoint_refit,combined_skill_training_adjusted,499,0.32227872549010256,0.22683803778164693,0.4277207559747687
expanding_refit,forecastability_training_adjusted,521,0.20916923352673925,0.10750248846007833,0.29617202231134715
expanding_refit,combined_skill_training_adjusted,521,0.26267392094157566,0.17566698529747687,0.3441291584874191
fixed_refit,forecastability_training_adjusted,521,0.3145649820303741,0.21222473206324852,0.4089424954317553
fixed_refit,combined_skill_training_adjusted,521,0.32262543387985243,0.23841541384807294,0.40914778107461214
