target,horizon,issue_time,model,n_train,n_test,n_train_users,n_test_users,positive_rate_test,auroc,macro_f1,balanced_accuracy,accuracy
active_duration,tomorrow,evening,history_plus_fingerprint,13091,7481,639,639,0.506483090495923,0.8051553121641108,0.7294353602288379,0.7294821826997064,0.7294479347680791
active_duration,tomorrow,evening,history_fingerprint_plus_today,13091,7481,639,639,0.506483090495923,0.8112703363531372,0.7356939449369333,0.7357016819229525,0.73573051731052
active_duration,next_week,morning,calendar_only,12082,6941,636,636,0.5074196801613601,0.6008361929751218,0.3381568576431239,0.5004481088163666,0.4931566056764155
active_duration,next_week,morning,recent_history_only,12082,6941,636,636,0.5074196801613601,0.8927056753861867,0.8132438451994798,0.813246540070113,0.8132833885607261
active_duration,next_week,morning,fingerprint_42d_only,12082,6941,636,636,0.5074196801613601,0.8974765062593226,0.8150811423688434,0.8149688856689719,0.8153003889929406
active_duration,next_week,morning,today_partial_only,12082,6941,636,636,0.5074196801613601,0.6910304659185675,0.6105807401201099,0.6308141828267362,0.6275752773375595
active_duration,next_week,morning,history_plus_fingerprint,12082,6941,636,636,0.5074196801613601,0.9009182908950367,0.8206902667693935,0.8205696645611531,0.820919175911252
active_duration,next_week,morning,history_fingerprint_plus_today,12082,6941,636,636,0.5074196801613601,0.9011242415741675,0.8208020428352846,0.8206774149668676,0.8210632473706959
active_duration,next_week,afternoon,calendar_only,12082,6941,636,636,0.5074196801613601,0.6008361929751218,0.3381568576431239,0.5004481088163666,0.4931566056764155
active_duration,next_week,afternoon,recent_history_only,12082,6941,636,636,0.5074196801613601,0.8927056753861867,0.8132438451994798,0.813246540070113,0.8132833885607261
active_duration,next_week,afternoon,fingerprint_42d_only,12082,6941,636,636,0.5074196801613601,0.8974765062593226,0.8150811423688434,0.8149688856689719,0.8153003889929406
active_duration,next_week,afternoon,today_partial_only,12082,6941,636,636,0.5074196801613601,0.7551317013070726,0.676009331946828,0.6818179100357606,0.6800172885751332
active_duration,next_week,afternoon,history_plus_fingerprint,12082,6941,636,636,0.5074196801613601,0.9009182908950367,0.8206902667693935,0.8205696645611531,0.820919175911252
active_duration,next_week,afternoon,history_fingerprint_plus_today,12082,6941,636,636,0.5074196801613601,0.9017991452714638,0.8223506229361294,0.8222219204934047,0.8226480334245786
active_duration,next_week,evening,calendar_only,12082,6941,636,636,0.5074196801613601,0.6008361929751218,0.3381568576431239,0.5004481088163666,0.4931566056764155
active_duration,next_week,evening,recent_history_only,12082,6941,636,636,0.5074196801613601,0.8927056753861867,0.8132438451994798,0.813246540070113,0.8132833885607261
active_duration,next_week,evening,fingerprint_42d_only,12082,6941,636,636,0.5074196801613601,0.8974765062593226,0.8150811423688434,0.8149688856689719,0.8153003889929406
active_duration,next_week,evening,today_partial_only,12082,6941,636,636,0.5074196801613601,0.7895680250940936,0.7092857261091512,0.7126670380422462,0.7112807952744561
