target,horizon,issue_time,calendar_only,fingerprint_42d_only,history_fingerprint_plus_today,history_plus_fingerprint,recent_history_only,today_partial_only,lift_today_over_history_fingerprint,lift_history_fingerprint_over_calendar
screen_unlock_duration,tomorrow,afternoon,0.5008293120085616,0.8187038080466078,0.8295007772436309,0.8285791978815282,0.8259451897191856,0.7068587207230146,0.0009215793621026869,0.3277498858729666
screen_unlock_duration,tomorrow,evening,0.5008293120085616,0.8187038080466078,0.8327290166578847,0.8285791978815282,0.8259451897191856,0.7545204818777308,0.004149818776356451,0.3277498858729666
screen_unlock_duration,tomorrow,morning,0.5008293120085616,0.8187038080466078,0.8286943239426623,0.8285791978815282,0.8259451897191856,0.6133278586609716,0.0001151260611340632,0.3277498858729666
sedentary_duration,next_week,afternoon,0.5992396648230272,0.8966743069742721,0.9010221402826915,0.9001603634128921,0.8918536050625342,0.7454964539007092,0.00086177686979938,0.3009206985898649
sedentary_duration,next_week,evening,0.5992396648230272,0.8966743069742721,0.90174348497683,0.9001603634128921,0.8918536050625342,0.7810760791934492,0.001583121563937917,0.3009206985898649
sedentary_duration,next_week,morning,0.5992396648230272,0.8966743069742721,0.9003845898317473,0.9001603634128921,0.8918536050625342,0.6887336190144003,0.00022422641885522232,0.3009206985898649
sedentary_duration,tomorrow,afternoon,0.5688356030193582,0.8032074390253668,0.8087334528476946,0.8056963761293134,0.7973087889389345,0.7146178238471191,0.0030370767183811598,0.23686077310995524
sedentary_duration,tomorrow,evening,0.5688356030193582,0.8032074390253668,0.8120689817902672,0.8056963761293134,0.7973087889389345,0.7493457146436362,0.006372605660953767,0.23686077310995524
sedentary_duration,tomorrow,morning,0.5688356030193582,0.8032074390253668,0.8063905242348355,0.8056963761293134,0.7973087889389345,0.6623213648318886,0.0006941481055220411,0.23686077310995524
significant_places,next_week,afternoon,0.6290251488685507,0.8280460990356737,0.8306988049375937,0.8279562290051179,0.8026966729168689,0.6977494322348069,0.0027425759324758436,0.19893108013656724
significant_places,next_week,evening,0.6290251488685507,0.8280460990356737,0.8329415407001239,0.8279562290051179,0.8026966729168689,0.7073573305014923,0.004985311695006045,0.19893108013656724
significant_places,next_week,morning,0.6290251488685507,0.8280460990356737,0.8284281291655639,0.8279562290051179,0.8026966729168689,0.6505690961934928,0.0004719001604459594,0.19893108013656724
significant_places,tomorrow,afternoon,0.5534363408308193,0.7029291042215112,0.7137218176992932,0.7050289306130479,0.6914748016066695,0.6526609843862962,0.008692887086245271,0.15159258978222867
significant_places,tomorrow,evening,0.5534363408308193,0.7029291042215112,0.7262133670127906,0.7050289306130479,0.6914748016066695,0.6877204661614112,0.021184436399742657,0.15159258978222867
significant_places,tomorrow,morning,0.5534363408308193,0.7029291042215112,0.7060036908480543,0.7050289306130479,0.6914748016066695,0.6009877532250831,0.0009747602350063111,0.15159258978222867
sleep_duration,next_week,afternoon,0.5291576540154996,0.8183242284451465,0.8180505658975663,0.8180505658975663,0.7987426061866967,0.5291576540154996,0.0,0.28889291188206667
sleep_duration,next_week,evening,0.5291576540154996,0.8183242284451465,0.8180505658975663,0.8180505658975663,0.7987426061866967,0.5291576540154996,0.0,0.28889291188206667
sleep_duration,next_week,morning,0.5291576540154996,0.8183242284451465,0.8180505658975663,0.8180505658975663,0.7987426061866967,0.5291576540154996,0.0,0.28889291188206667
sleep_duration,tomorrow,afternoon,0.5449827810578587,0.7088842996565363,0.7100616038350256,0.7100616038350256,0.6985409444091101,0.5449827810578587,0.0,0.1650788227771669
sleep_duration,tomorrow,evening,0.5449827810578587,0.7088842996565363,0.7100616038350256,0.7100616038350256,0.6985409444091101,0.5449827810578587,0.0,0.1650788227771669
